伝熱に関する次の記述のうち、誤っているものはどれか。 ,物質を構成する粒子間の相互作用によって熱が移動する伝熱形態は、熱伝導である。 ,対流熱伝達は、自然対流と強制対流、相変化を伴う沸騰と凝縮等の様々な形態がある。 ,熱交換器は隔壁を通して高温流体より低温流体へ熱エネルギーを移動させ、加熱又は冷却を行わせる伝熱装置である。 ,加熱された流体が、浮力によって、鉛直上方に流れる対流現象は強制対流である。 ,熱放射は、物体が電磁波を発して直接的に空間を熱エネルギーが移動し、他の物体に吸収される伝熱現象である。 ,,,,,加熱された流体が、浮力によって、鉛直上方に流れる対流現象は強制対流である。 ,[img:/static/explain//kr2/kR2k12.jpg]
"""ガスと水が同方向に流れる熱交換器において、ガスの入口温度500°C、水の入口温度20°Cとしたところ、ガスの出口温度は160°C、水の出口温度は80°C、伝熱量は9.0kWとなった。
熱通過率Kを8.1W/(㎡・K)とすると、 伝熱面積(㎡)として最も近い値はどれか。ただし、In6=1.8とする。"" ",1.5,5,12,15,20,,,,,5,[img:/static/explain//kr2/kR2k13.jpg]
材料の特性と力学的性質に関する次の記述のうち、誤っているものはどれか。,延性材料とは、破断するまでにほとんど塑性変形を伴わない材料である。,外力に対する軟鋼の変形は、比例限度まではフックの法則に則る。,応力に伴って生ずる変形量の変形前長さに対する割合をひずみという。,材料に外力を加えると内力が生じる。この内力を応力と呼び、単位断面積あたりの力として表す。 ,高分子材料の応力ひずみ線図では、軟鋼のような明瞭な降伏点が見られない場合がある。 ,,,,,延性材料とは、破断するまでにほとんど塑性変形を伴わない材料である。,[img:/static/explain//kr2/kR2k14.jpg]
"""構造物を構成するそれぞれの材料が安全上許容できる限度の応力を許容応力といい、基準強さ(破損限度)を安全係数で除して求められる。
使用状況と基準強さ(破損限度)との組合せとして、誤っているものはどれか。"" ",繰返応力を受けるとき　　ー　　破壊強さ,ぜい性材料が常温において静荷重を受けるとき　　－　　破壊強さ ,高温において静荷重を受けるとき　　－　　クリープ破壊応力 ,延性材料が常温において静荷重を受けるとき　　－　　耐力 ,延性材料が常温において静荷重を受けるとき　　－　　降伏点 ,,,,,繰返応力を受けるとき　　ー　　破壊強さ,[img:/static/explain//kr2/kR2k15.jpg]
"""気体の圧縮係数に関する次の記述のうち、誤っているものはどれか。 


圧縮係数は圧縮比と同じである。 

圧縮係数は換算温度と換算圧力の関数である。 

圧縮係数は、理想気体の法則を修正し、実在気体を取り扱うための補正係数である。 

1molあたりで比較すると、圧縮係数が1より大きい気体の圧力は、同じ温度、同じ体積の理想気体の圧力より大きくなる。 

1molあたりで比較すると、圧縮係数が1より小さい気体の体積は、同じ温度、同じ圧力の理想気体の体積より小さくなる。"" ",1,2,3,4,5,,,,,1,[img:/static/explain/kr3/kR3k1.jpg]
"""容積20㎥の容器に、温度27°Cで、窒素と水素が総量で40kg入っている。この混合気体において圧力が0.3MPaであるとき、体積基準での水素の割合(%)として、最も近い値はどれか。 
ただし、気体は理想気体とし、気体定数は 8.3J/(mol・K) とする。""",22,28,33,38,44,,,,,44,[img:/static/explain/kr3/kR3k2.jpg]
"""容積一定の容器に入った空気300kgを、 都市ガスの燃焼により温度300Kから900Kに外部から加熱した。このとき、燃焼に使用した都市ガスの体積(㎥)として、最も近い値はどれか。 
ただし、都市ガスは標準状態 (0°C、 101325Pa) とし、 空気の定積比熱容量を0.7kJ/ (kg・K)、都市ガスの発熱量を45MJ/㎥、 熱効率を70%とする。 """,1.5,2,3.2,4,4.5,,,,,4,[img:/static/explain/kr3/kR3k3.jpg]
エントロピーに関する次の記述のうち、誤っているものはどれか。,系がある状態から別の状態に移るときのエントロピー変化量は、途中の経路にはよらない。,エントロピーの次元は〔エネルギー]　/ 　温度〕である。,理想気体では、定圧条件において温度を上昇させるとエントロピーは増加する。,孤立系の不可逆過程において、エントロピーは常に増大する。,等温、定圧で2種の理想気体を混合するとき、エントロピーは減少する。,,,,,等温、定圧で2種の理想気体を混合するとき、エントロピーは減少する。,[img:/static/explain/kr3/kR3k4.jpg]
"気体のメタンとプロパンを体積比1:1で混合したガス1molを完全燃焼したときに発生する熱(kJ)として、最も近い値はどれか。
ただし、燃焼に関わる物質の標準生成熱 (kJ/mol)は以下のとおりとし、(g)は気体状態を、(ｌ)は液体状態を示す。 

CH₄ (g): -75　　　C3H8 (g): -104　　　O₂ (g):0　　　CO₂ (g):-394　　　H₂O (1): 286 """,900,1200,1600,2400,3200,,,,,1600,[img:/static/explain/kr3/kR3k5.jpg]
"""メタン及び水素が完全燃焼する反応(気体状態)の標準反応熱を、それぞれ-801kJ/mol、-242kJ/molとするとき、以下に示す反応の標準反応熱(kJ/mol)として、 最も近い値はどれか。
ただし、(g)は気体状態を示す。 

    CH₄ (g) + 2H₂O (g)　→　CO₂(g) + 4H₂(g) """,-559,-167,167,559,1043,,,,,167,[img:/static/explain/kr3/kR3k6.jpg]
可燃性ガスの爆発に関する次の記述のうち、誤っているものはどれか。,爆発反応は、光や音、あるいは衝撃的圧力を伴う。,爆発現象は爆燃、爆ごうに分類され、燃焼反応領域の伝播速度が、爆燃は超音速、爆ごうは亜音速である。,爆発反応は、可燃性ガスと空気が適当な濃度範囲で混合され、かつ外部から何らかの方法でエネルギーが与えられることにより起こりうる。 ,爆ごうを起こしうる可燃性ガスの濃度範囲を爆ごう範囲といい、爆発範囲の内側にある。,爆ごうは衝撃波を伴う現象である。 ,,,,,爆発現象は爆燃、爆ごうに分類され、燃焼反応領域の伝播速度が、爆燃は超音速、爆ごうは亜音速である。,[img:/static/explain/kr3/kR3k7.jpg]
"""メタン80vol%、エタン12vol%、プロパン8vo1%からなる混合ガスの空気中における燃焼下限界 (vol%)として、最も近い値はどれか。
ただし、 同条件における単体ガスの燃焼下限界は、メタン5vol%、エタン3vo1%、プロパン2vo1% とする。""",4.2,4.3,4.4,4.5,4.6,,,,,4.2,[img:/static/explain/kr3/kR3k8.jpg]
"""メタンと水素の体積比が4:1の混合ガスを空気比1で完全燃焼させたとき、乾き燃焼ガス中の二酸化炭素の濃度(vol%)として、最も近い値はどれか。
ただし、空気中の窒素と酸素の体積比は4:1とする。"" ",8.5,11,25,31,100,,,,,11,[img:/static/explain/kr3/kR3k9.jpg]
"""内径150mmの直円管の中を平均流速2m/sでガスが流れているとき、損失ヘッドが0.3mであった。この直円管の長さ(m)として、最も近い値はどれか。
ただし、管摩擦係数は0.03、重力加速度は10m/s²とし、直円管内の流れは完全に発達した状態とする。"" ",4.5,7.5,150,750,7500,,,,,7.5,[img:/static/explain/kr3/kR3k10.jpg]
"""ピトー管を用いて気体の流速を測定したところ、ピトー管につないだマノメーターの液面高さの差は13mmであった。気体の密度は1.04kg/m³、マノメーター内の液体の密度は800kg/m³であるとき、気体の流速(m/s)として、最も近い値はどれか。
ただし、重力加速度は10m/s²とする。 """,4,10,12,14,20,,,,,14,[img:/static/explain/kr3/kR3k11.jpg]
"""厚さ50mm、熱伝導率1.2W/(m・K)のコンクリート壁に囲まれた部屋がある。
この壁と室内空気との間の熱伝達率が10W/(m²・K)、壁と外気との間の熱伝達率が25W/(m²・K)あるとき、コンクリート壁の熱通過率 (W/(m²・K))として、最も近い値はどれか。"" ",0.02,0.04,0.23,2.5,5.5,,,,,5.5,[img:/static/explain/kr3/kR3k12.jpg]
凹凸形にプレスされた伝熱板をガスケットではさんで重ね合わせ、伝熱板の間を交互に2つの流体が流れるようにした構造の熱交換器は、次のうちどれか。,ブロック形熱交換器,ジャケット形熱交換器,プレート形熱交換器,二重管式熱交換器,単管式熱交換器,,,,,プレート形熱交換器,[img:/static/explain/kr3/kR3k13.jpg]
"""熱硬化性樹脂に関する次の記述について、(イ)～(ニ)にあてはまる語句の組合せとして最も適切なものはどれか。 

熱硬化性樹脂は、 (イ) あるいは架橋剤によって分子同士が三次元的に結合した樹脂であり、加熱によってさらに三次元化が進み、不溶、不融となる性質を有する。反応は (口) であり、一般に成形は (ハ)。用途としては、 (二) 等が配管等の内面コーティング、ライニングの材料として多用されている。 """,(イ)　硬化剤　　　(ロ)　不可逆的　　　(ハ)　一回しか行えない　　　(ニ)　エポキシ樹脂,(イ)　硬化剤　　　(ロ)　不可逆的　　　(ハ)　一回しか行えない　　　(ニ)　エポリエチレン樹脂,(イ)　硬化剤　　　(ロ)　可逆的　　　(ハ)　何回も行える　　　(ニ)　エポキシ樹脂,(イ)　可逆的　　　(ロ)　可逆的　　　(ハ)　何回も行える　　　(ニ)　エポキシ樹脂,(イ)　可逆的　　　(ロ)　可逆的　　　(ハ)　何回も行える　　　(ニ)　ポリエチレン樹脂,,,,,(イ)　硬化剤　　　(ロ)　不可逆的　　　(ハ)　一回しか行えない　　　(ニ)　エポキシ樹脂,"""［都市ガス工業概要（基礎理論編）P180 8.3.2 プラスチック材料の特徴（２）］"""
材料の特性と力学的性質に関する次の記述のうち、誤っているものはどれか。,クリープは、一定応力の下で時間とともにひずみが増加する現象である。,引張応力は、力に比例し、原断面積に反比例する。,炭素鋼は、一般に450°C以上では強度が著しく低下する。,アルミニウム合金は、低温用材料として用いることができる。,フェライト鋼のような体心立方晶の金属には、低温ぜい性は認められない。,,,,,フェライト鋼のような体心立方晶の金属には、低温ぜい性は認められない。,[img:/static/explain/kr3/kR3k15.jpg]
"""物質の性質に関する次の記述のうち、正しいものはどれか。 


実在気体における分子間引力は、理想気体の状態方程式を用いて求められる圧力よりも、圧力を低くする作用をもたらす。 

液体や気体が流動するとき各部分が互いに引き合い混ざり合う程度は、粘度で表され、単位はPa/sである。 

固体、液体、気体の3つの状態が共存する温度及び圧力の条件を三重点といい、水の三重点の温度は0°Cより低い。 

ラウールの法則によれば、液体に不揮発物質を溶解した希薄溶液の蒸気圧は、その不揮発物質のモル分率に比例して上昇する。 

多原子気体を熱する際に与えられた熱エネルギーは、気体分子全体が運動する並進運動エネルギーの増加に使われるが、気体分子内の回転運動及び振動運動エネルギーに使われることはない。"" ",1,2,3,4,5,,,,,1,[img:/static/explain/kr4/kR4k1.jpg]
"""メタン20kgとエタン15kgの混合ガスの容器内における全圧が200kPaのとき、メタンの分圧(kPa)として、最も近い値はどれか。
ただし、この混合ガスは理想気体とする。 """,50,100,140,180,190,,,,,140,[img:/static/explain/kr4/kR4k2.jpg]
"""温度27°C、体積3m³、力100kPaの理想気体を定圧膨張させて４m³にした。このとき気体に与えられた熱量(kJ)として、最も近い値はどれか。
ただし、気体定数を8.3J/(mol・K)、この気体の定積モル熱容量を20J/(mol・K)とする。 """,2.8,140,240,340,1400,,,,,340,[img:/static/explain/kr4/kR4k3.jpg]
熱力学に関する次の記述のうち、誤っているものはどれか。,ジュール・トムソン膨張では、系のエンタルピーは一定に保たれる。,エントロピーは状態量であり、系がある状態から別の状態に移るときのエントロピー変化は、変化前後の状態のみで決まる。,標準エントロピーとは、標準状態におけるエントロピーであり、その値は常に負となる。,定圧モル熱容量と定積モル熱容量の比を比熱比という。,物質１Kgあたりの熱容量を、比熱容量という。,,,,,標準エントロピーとは、標準状態におけるエントロピーであり、その値は常に負となる。,[img:/static/explain/kr4/kR4k4.jpg]
1枚のセルで構成される水素を燃料とした燃料電池を製作し、メタンを水蒸気改質して製造した水素すべてを燃料として発電を行い、電流を192A取り出した。メタンの流量(mol/s)として、最も近い値はどれか。ただし、投入したメタンはすべて水蒸気改質されて水素と二酸化炭素になるものとし、また、ファラデー定数は96000C/mol、水素の電荷数は1mo1分子あたり2molとする。 ,1.3×10⁻⁴,2.5×10⁻⁴,5.0×10⁻⁴,1.0×10⁻³,4.0×10⁻³ ,,,,,2.5×10⁻⁴,[img:/static/explain/kr4/kR4k5.jpg]
化学反応に関する次の記述のうち、誤っているものはどれか。 ,アレニウスの式によれば、速度定数の対数と絶対温度の逆数は直線関係を示す。,発熱反応が平衡状態にあるとき、反応温度を下げると、反応熱を発生させる方向へ反応が進行して、新たな平衡状態になる。,温度一定の条件では、一次反応において反応速度は反応物質の濃度に比例する。,一次反応の半減期は、反応のどの時点から測っても同じである。,触媒は、化学平衡状態に影響を与え、反応速度を増加させる機能を持つ。,,,,,触媒は、化学平衡状態に影響を与え、反応速度を増加させる機能を持つ。,[img:/static/explain/kr4/kR4k6.jpg]
"""メタンを空気で完全燃焼させたところ、乾き燃焼ガス中の酸素濃度が10vol%であった。このときの空気比として、最も近い値はどれか。
ただし、空気中の窒素と酸素の体積比は4:1とする。 """,1.1,1.8,1.9,2,2.1,,,,,1.9,[img:/static/explain/kr4/kR4k7.jpg]
"""プロパン44kgを空気比1.4で完全燃焼させたとき、燃焼ガス中の酸素の質量(kg)として、最も近い値はどれか。
ただし、空気中の窒素と酸素の体積比は4:1とする。"" ",2,7,32,64,224,,,,,64,[img:/static/explain/kr4/kR4k8.jpg]
ガスの燃焼方式に関する次の記述のうち、誤っているものはどれか。,燃料のみをバーナーから吹き出させ、周囲の空気と混合させながら燃焼させる方式を拡散全燃焼という。 ,拡散燃焼は、バーナー内部で予混合気が形成されないため、逆火のおそれがある。,燃料と空気を混合させた可燃予混合気をバーナーから吹き出させて燃焼させる方式を予混合燃焼という。,ブンゼン火炎は部分予混合燃焼の代表例であり、内炎と外炎による二重火炎が形成される。,予混合燃焼においては、部分予混合燃焼は火炎安定性に優れており、完全予混合燃焼は燃焼ガス中のNOx濃度が低い。,,,,,拡散燃焼は、バーナー内部で予混合気が形成されないため、逆火のおそれがある。,[img:/static/explain/kr4/kR4k9.jpg]
"""あるオリフィスメーターに窒素を流量100m³/hで流したとき、差圧が2.8kPaであった。このオリフィスメーターにメタンを流して、差圧が3.2kPaになったときのメタンの流量(m³/h)として、最も近い値はどれか。
ただし、いずれのガスを流したときも、温度、圧力の条件は同じで、オリフィスの流量係数も変わらないものとする。また、いずれのガスも理想気体として取り扱えるものとする。 """,70,90,100,120,140,,,,,140,[img:/static/explain/kr4/kR4k10.jpg]
"""直円管に空気を流したときのレイノルズ数が2000であった。同じ直円管に水を流したところ、平均流速は空気を流したときの1/4になった。
このときのレイノルズ数として最も近い値はどれか。
ただし、空気の動粘度は16m/s水の動粘度は0.8m/sとする。"" ",10000,20000,40000,50000,80000,,,,,10000,[img:/static/explain/kr4/kR4k11.jpg]
伝熱に関する次の記述のうち、誤っているものはどれか。,伝熱現象には熱伝導、対流熱伝達、熱放射の3つの形態があり、これらの形態が組み合わさった現象もある。,隔壁を通して高温流体から低温流体へ熱エネルギーを移動させる伝熱装置を、熱交換器として用いることがある。,沸騰・凝縮等の相変化のある場合の熱伝達率は、相変化を伴わない場合の熱伝達率より大きい傾向がある。,熱放射では、真空中においても伝熱する。,隔壁を通して高温流体から低温流体へ熱エネルギーを移動させる伝熱装置を、熱交換器として用いることがある。,,,,,隔壁を通して高温流体から低温流体へ熱エネルギーを移動させる伝熱装置を、熱交換器として用いることがある。,[img:/static/explain/kr4/kR4k12.jpg]
"""熱交換器において高温流体の入口温度が190°Cで出口温度が45°Cであった。
低温流体の入口温度が15°C、低温流体の温度効率が0.4のとき、低温流体の出口温度(°C)として、最も近い値はどれか。"" ",80,85,90,95,100,,,,,85,[img:/static/explain/kr4/kR4k13.jpg]
次の気体と、その沸点近くの温度で使用される金属材料の組合せとして、最も不適切なものはどれか。,気体　　　iーブタン　　　　　金属材料　　　炭素鋼(Si キルド),気体　　　プロパン　　　　　金属材料　　　炭素鋼 (A1 キルド),気体　　　エタン　　　　　金属材料　　　3.5% Ni鋼,気体　　　メタン　　　　　金属材料　　　炭素鋼 (リムド),気体　　　水素　　　　　金属材料　　　A1 合金,,,,,気体　　　メタン　　　　　金属材料　　　炭素鋼 (リムド),[img:/static/explain/kr4/kR4k14.jpg]
"""直径16mmの円柱の延性材料の試験片について、常温で引張試験を行った。
降伏点での引張力20000Nであったとき、引張応力 (MPa)として、最も近い値はどれか。"" ",25,38,50,75,100,,,,,100,[img:/static/explain/kr4/kR4k15.jpg]
"""気体の諸性質に関する次の記述のうち、正しいものはどれか。""
","常圧での気体の熱伝導率は、温度の上昇とともに増加する。
","常圧での気体の粘度は、液体の粘度に比べて小さく、温度の上昇とともに減少する。
","単一物質の相変化において、温度一定で吸収又は放出される熱を顕熱という。
","熱伝導率と熱伝達率は同一である。
",圧縮係数と圧縮比は同一である。,,,,,"常圧での気体の熱伝導率は、温度の上昇とともに増加する。
",[img:/static/explain/kr5/r5kk1.jpg]
"""メタンとプロパンを体積比1:3で混合したガスを容積20m³の容器に充てんした。充てん後の容器内の温度が27°C、圧力が250kPaであるとき、充てんされた混合ガスの質量(kg)として、最も近い値はどれか。ただし、この混合ガスは理想気体とし、気体定数R=8.3J/(mol・K)とする。""
","46
","69
","74
","460
",740,,,,,"74
",[img:/static/explain/kr5/r5kk2.jpg]
"""温度27°C、体積6m³、圧力100kPaの理想気体を圧力一定のもとで127°Cになるまで加熱した。このときの内部エネルギー変化(kJ)として、最も近い値はどれか。ただし、気体定数R=8.3J/(mol・K)、この気体の定圧モル熱容量Cp=29.1J/(mol・K)とする。""","0

","100
","300
","500
",700,,,,,"500
",[img:/static/explain/kr5/r5kk3.jpg]
"""気体の熱力学に関する次の記述のうち、誤っているものはどれか。""
","定圧モル熱容量と定積モル熱容量の比を比熱比と呼び、理想気体では常に1より大きい。
","理想気体を等温膨張させた場合、内部エネルギーは増加する。
","理想気体の等温圧縮は、その気体のエントロピーの減少を伴う。
","理想気体では、ジュール・トムソン係数は0である。
",理想気体を圧力一定のもとで加熱した場合、与えた熱量はその気体のエンタルピー増加に等しい。,,,,,"理想気体を等温膨張させた場合、内部エネルギーは増加する。
",[img:/static/explain/kr5/r5kk4.jpg]
"""逆カルノーサイクルを用いたヒートポンプで、-3°Cの屋外から熱をくみ上げて、27°Cの屋内へ1kW放熱するのに必要となる時間あたりの仕事(W)として、最も近い値はどれか。""
","100
","250
","300
","450
",900,,,,,"100
",[img:/static/explain/kr5/r5kk5.jpg]
"""次の反応は右方向に進むとき、発熱反応である。

CO₂+4H₂　　⇆　　CH₄+2H₂O

容器に二酸化炭素1molと水素4molを充てんして、等温定圧のもとで、平衡状態になるまで反応を進行させた。反応をさらに右方向に進行させるための操作として、最も不適切なものはどれか。
ただし、各成分は気体状態に保たれるものとする。""
","等温のもとで、圧力を上げる。
","定圧のもとで、温度を上げる。
","等温定圧のもとで、水素を添加する。
","等温定圧のもとで、二酸化炭素を添加する。
",等温定圧のもとで、 水蒸気を除く。,,,,,"定圧のもとで、温度を上げる。
",[img:/static/explain/kr5/r5kk6.jpg]
"""混合気体 (CO　：　1.0mol、H₂O　：　1.2mol)を用いて、以下の反応を右方向に進行させた。
CO+H₂O　　　⇆　　CO₂+H₂
平衡状態におけるCOが0.3molである場合、平衡定数(圧平衡定数)として、最も近い値はどれか。
ただし、各成分は気体状態に保たれるものとする。""
","0.31
","1.0
","3.3
","5.4
",10,,,,,"3.3
",[img:/static/explain/kr5/r5kk7.jpg]
"""次の気体A、B、Cをそれぞれ空気比1.5で完全燃焼させるときに、過剰空気量が多い順に並べたものとして、最も適切なものはどれか。
ただし、気体はすべて標準状態(温度0°C、圧力101325Pa)とする。

A　:　12m³のメタン　　　B　:　5m³のプロパン　　　C　:　4m³のブタン""
","A　>　B　>　C
","A　>　C　>　B
","B　>　A　>　C
","C　>　A　>　B
",C　>　B　>　A,,,,,C　>　B　>　A,[img:/static/explain/kr5/r5kk8.jpg]
"""メタン90vol%、エタン3vol%、プロパン7vol%からなる混合ガスの空気中における燃燒下限界(vol%)として、最も近い値はどれか。
ただし、同条件における単体ガスの燃焼下限界は、メタン5vol%、エタン3vol%、プロパン2vol%とする。""
","4.0
","4.2
","4.4
","4.7
",4.9,,,,,"4.4
",[img:/static/explain/kr5/r5kk9.jpg]
"""内径が200mm、長さが13mの直管の中を、平均流速 2m/sでガスが流れている。このときの損失ヘッド(m)として、最も近い値はどれか。
ただし、重力加速度は10m/s²、管摩擦係数は0.03とし、直円管内の流れは完全に発達した状態とする。""
","0.2
","0.4
","0.8
","1.2
",2,,,,,"0.4
",[img:/static/explain/kr5/r5kk10.jpg]
"""管内流動におけるレイノルズ数に関する次の記述のうち、正しいものはどれか。""
","レイノルズ数は、 流体の粘性力に対する慣性力の比率を意味し、その数が大きくなるほど慣性力の効果が大きくなる。
","臨界レイノルズ数を上まわると、流れは乱流から層流に遷移する。
","レイノルズ数は、流体の密度に反比例する。
","助走区間の状態や流路形状によらず臨界レイノルズ数は一定である。
",レイノルズ数は、流体の平均流速に反比例する。,,,,,"レイノルズ数は、 流体の粘性力に対する慣性力の比率を意味し、その数が大きくなるほど慣性力の効果が大きくなる。
",[img:/static/explain/kr5/r5kk11.jpg]
"""熱伝導率1.2W/(m・K)で厚さ240mmの耐火レンガと、同じく0.09W/(m・K)で90mmの断熱材を積層した平面炉壁がある。
この炉壁の内面温度を900°C、外面温度60°Cとした場合、炉壁の熱流束(W/m²)として、最も近い値はどれか。
ただし、耐火レンガと断熱材の接触熱抵抗は無視する。""
","400
","500
","600
","700
",800,,,,,"700
",[img:/static/explain/kr5/r5kk12.jpg]
"""熱伝導率 1.5W/(m・K)のコンクリートの平面壁を介して外気と接する部屋がある。
この壁の室内空気側の熱伝達率が10W/(m²・K)、壁の外気側の熱伝達率が20W/(m²・K)であるとき、コンクリート壁の熱通過率は5W/(m²・K)であった。 コンクリート壁の厚さ(mm)として、最も近い値はどれか。""
","13
","25
","50
","75
",100,,,,,"75
",[img:/static/explain/kr5/r5kk13.jpg]
"""原断面積が100mm²の円柱の延性材料の試験片について、常温で引張試験を行ったところ、降伏点での引張力は25000Nであった。
安全係数が5のとき常温における許容応力(MPa)として、最も近い値はどれか。""
","50
","250
","1250
","5000
",125000,,,,,"50
",[img:/static/explain/kr5/r5kk14.jpg]
"""金属材料に関する次の記述のうち、誤っているものはどれか。""
","一般に、炭素含有割合0.45%以上の炭素鋼は高炭素鋼と呼ばれている。
","炭素原子を固溶したα鉄をフェライトといい、炭素原子を固溶した鉄をオーステナイトという。
","フェライト鋼のような体心立方晶の金属には、低温ぜい性が発生する。
","クリープは、一定応力のもとで時間とともにひずみが増加する現象である。
",溶接部近傍に生じる遅れ割れは、組織が軟らかいほど、水素量が多いほど発生しやすい。,,,,,溶接部近傍に生じる遅れ割れは、組織が軟らかいほど、水素量が多いほど発生しやすい。,[img:/static/explain/kr5/r5kk15.jpg]
"""容積一定の容器にメタンだけが充てんされており、圧力は400kPaであった。
この状態の 容器に、更にメタン16kg、プロパン11kgを混合したガスを充てんしたところ、温度はもとの温度と変わらず、圧力は800kPaになった。
このときの容器内のメタンの分圧(kPa)として、最も近い値はどれか。ただし、いずれのガスも理想気体とする。 """,480,640,720,760,780,,,,,720,[img:/static/explain/kr6/r6kk1.jpg]
次の記述のうち、誤っているものはどれか。 ,気体の拡散速度は、水素、メタン、エタン、プロパンと分子量が大きくなるにつれて小さくなる。,1molあたりで比較すると、圧縮係数が1より小さい気体の体積は、同じ温度、同じ圧力の理想気体の体積より大きくなる。,ラウールの法則によれば、液体に不揮発物質を溶解した希薄溶液の蒸気圧は、その不揮発物質のモル分率の上昇に比例して低下する。,実在気体における分子間引力は、理想気体の状態方程式を用いて求められる圧力よりも、圧力を低くする作用をもたらす。 ,一定の温度で一定質量の液体に溶解する気体の質量は、溶解度が小さい場合、気体の圧力に比例する。,,,,,1molあたりで比較すると、圧縮係数が1より小さい気体の体積は、同じ温度、同じ圧力の理想気体の体積より大きくなる。,[img:/static/explain/kr6/r6kk2.jpg]
