"""技術基準で規定されているガス工作物に関する次の記述のうち、いずれも正しいものの組合せはどれか。


イ　水のたまるおそれのある導管には、適切な水取り器を設けなければならない。

ロ　告示で定める着脱が容易なガス栓は、内部に圧力上昇防止機構を有するものでなければならない。

ハ　道路以外の地盤面下に埋設される最高使用圧力が中圧以上の本支管には、掘削等による損傷を防止するための適切な措置を講じなければならない。ただし、 他工事による損傷のおそれがないものにあっては、この限りでない。

二　ガスの使用場所である地下室等にガスを供給する導管には、その地下室等から十分離れた適切な場所に、危急の場合に当該地下室等へのガスの供給を地上から速やかに遮断することができる適切な装置を設けなければならない。

ホ　ガス事業者が、ガスの使用者との取引のために使用するガスメーター（使用最大流量が毎時 16m³以下、使用最大圧力が4kPa以下及び口径250mm以下のものに限る。）は、ガスが流入している状態において、異常なガス圧力の上昇を検知した場合に、ガスを速やかに遮断する機能を有するものでなければならない。""","イ、ロ
","イ、ハ
","ロ、二
","ハ、ホ
",二、ホ,,,,,"イ、ハ
",[img:/static/explain/or5/r5oh11.jpg]
"""技術基準で規定されている導管に関する次の記述のうち、誤っているものはどれか。ただし、（１）、（２）及び（３）の導管は、特定地下街等又は特定地下室等にガスを供給するものではなく、漏えい検知装置は設置されておらず、検査にあたって導管等が設置されている場所に立ち入ることができるものとする。""


","道路に埋設されている導管で、最高使用圧力が高圧のものは、埋設の日以後1年に1回以上、適切な方法により検査を行い、漏えいが認められなかったものでなければならない。

","道路に埋設されている導管からガス栓までに設置されている導管（埋設されている部分に限る。）で、絶縁措置が講じられており当該絶縁措置が講じられた部分からガス栓までの間でプラスチックにて被覆された部分は、埋設の日以後6年に1回以上、適切な方法により検査を行い、漏えいが認められなかったものでなければならない。

","道路に埋設されている導管、及び道路に埋設されている導管からガス栓までに設置されている導管は適切な方法により検査を行い、漏えいが認められなかったものでなければならない。ただし、ポリエチレン管を使用している場合、当該使用している部分に限り、この限りでない。

","最高使用圧力が中圧の導管は、建物の内部又は基礎面下（当該建物がガスの供給に係るものを除く。）に設置してはならない。
",特定地下街等にガスを供給する導管は、適切な方法により設置された適切なガス漏れ警報設備の検知区域において、当該特定地下街等の外壁を貫通するように設置しなければならない。,,,,,"最高使用圧力が中圧の導管は、建物の内部又は基礎面下（当該建物がガスの供給に係るものを除く。）に設置してはならない。
",[img:/static/explain/or5/r5oh12.jpg]
"""技術基準で規定されているガス事業者の掘削により周囲が露出することとなった導管及び整圧器に関する次の記述のうち、正しいものはいくつあるか。


・導管の露出している部分の両端は、地くずれのおそれがない地中に支持されていなければならない。

・導管（最高使用圧力が低圧の導管であって、内径が 100mm未満のものを除く。）であって、露出している部分の長さが100m以上であり、かつ、当該部分がガスの供給の用に供されているものについては、危急の場合に当該部分に流入するガスを速やかに遮断することができる適切な措置を講じなければならない。

・最高使用圧力が高圧の整圧器には、ガスの漏えいによる火災等の発生を防止するための適切な措置を講じなければならない。

・一の使用者にガスを供給するための整圧器には、ガスの圧力が異常に上昇することを防止する装置を設けなければならない。ただし、その使用者の承諾を得ることができた場合にあっては、この限りでない。

・浸水のおそれのある地下に設置する整圧器には、浸水を検知した場合にガスを遮断する装置を設けなければならない。"" ",1,2,3,4,5,,,,,3,[img:/static/explain/or5/r5oh13.jpg]
"""法令で規定されているガス用品及び「特定ガス消費機器の設置工事の監督に関する法律」に,関する次の記述のうち、誤っているものはどれか。""

","「特定ガス用品」とは、構造、使用条件、使用状況等からみて特にガスによる災害の発生のおそれが多いと認められるガス用品であって、政令で定めるものをいう。
","ガス用品の製造、輸入又は販売の事業を行う者は、経済産業省令で定める基準適合表示が付されているものでなければ、ガス用品を販売し、又は販売の目的で陳列してはならない。

","「特定工事」とは、特定ガス消費機器の設置又は変更の工事（経済産業省令で定める軽微なものを除く。）をいう。

","特定ガス消費機器の撤去の工事を行うときは、ガス消費機器設置工事監督者の資格を有する者に実地に監督させ、又はその資格を有する特定工事事業者が自ら実地に監督しなければならない。
","特定工事事業者は、特定工事を施工したときは、特定ガス消費機器の見やすい場所に、氏名又は名称、施工年月その他の経済産業省令で定める事項を記載した表示を付さなければならない。""",,,,,"特定ガス消費機器の撤去の工事を行うときは、ガス消費機器設置工事監督者の資格を有する者に実地に監督させ、又はその資格を有する特定工事事業者が自ら実地に監督しなければならない。
",[img:/static/explain/or5/r5oh14.jpg]
"""法令で規定されている消費機器に関する周知及び調査、保安業務規程に関する次の記述のうち、正しいものはいくつあるか。


・ガス小売事業者は、 経済産業省令で定めるところにより、消費機器の所有者又は占有者に対し、当該ガス小売事業者が供給するガスの使用に伴う危険の発生の防止に関し必要な事項を周知させなければならない。

・ガス小売事業者は、消費機器に関する調査の結果、消費機器が経済産業省令で定める技術上の基準に適合していないと認めるときは、遅滞なく、その技術上の基準に適合するためにとるべき措置及びその措置をとらなかった場合に生ずべき結果をその所有者又は占有者に通知しなければならない。

・ガス小売事業者は、経済産業省令で定めるところにより、 保安業務規程を定め、その事業の開始前に、経済産業大臣に届け出なければならない。

・保安業務規程には、「保安業務を管理する事業場ごとのガス主任技術者の選任に関すること。」を定めなければならない。

・経済産業大臣は、消費機器が経済産業省令で定める技術上の基準に適合していないと認めるときは、その所有者又は占有者に対し、その使用を一時停止すべきことを命ずることができる。""",1,2,3,4,5,,,,,2,[img:/static/explain/or5/r5oh15.jpg]
"""消費機器の技術上の基準で規定されている次の記述のうち、いずれも誤っているものの組合せはどれか。


イ　自然排気式の燃焼器であって、 技術上の基準により排気筒を設けるものは、当該排気筒の有効断面積以上の有効断面積を有する給気口その他給気上有効な開口部を設けた室に設置すること。

ロ　燃焼器であって、建物区分のうち特定地下街等に設置するものには、告示で定める規格に適合する自動ガス遮断装置を告示で定める方法により設けること。

ハ　ガスの消費量が12kW以下のガス瞬間湯沸器は、換気扇又は有効な給排気のための開口部が設けられている室に設置されている場合は、当該機器に接続して排気筒を設けなくてもよい。

二　燃焼器の排気筒に接続する排気扇には、これが停止した場合に当該燃焼器へのガスの供給を自動的に遮断する装置を設けること。

ホ　屋内に設置する密閉燃焼式のガスふろがまにおける給排気部の先端は、障害物又は大気圧の変動によって給排気が妨げられない位置にあること。""","イ、ロ
","イ、ハ
","ロ、ホ
","ハ、二
",二、ホ,,,,,"ロ、ホ
",[img:/static/explain/or5/r5oh16.jpg]
"""温度27℃、圧力 100kPa、 体積 33m³のプロパンの質量(kg)として、最も近い値はどれか。ただし、プロパンは理想気体とし、 気体定数R = 8.3J/(mol・K)とする。 ""","22
","30
","44
","58
",88,,,,,"58
",[img:/static/explain/or5/r5ok1.jpg]
"""気体の諸性質及び気体の状態変化に関する次の記述のうち、誤っているものはどれか。""
","常圧での気体の粘度は、液体の粘度に比べて小さく、温度の上昇とともに減少する。 

","ヘンリーの法則によれば、 溶解度が小さい場合、一定温度で一定質量の液体に溶解する気体の質量は、気体の圧力に比例する。

","相変化を伴わない物質の温度変化により吸収又は放出される熱を顕熱、相変化に伴い吸収又は放出される熱を潜熱という。

","沸騰が続いている間に液体が吸収する熱量を蒸発熱という。

",実在気体は、高温あるいは低圧の条件では、理想気体に近い性状を示す。,,,,,"常圧での気体の粘度は、液体の粘度に比べて小さく、温度の上昇とともに減少する。 

",[img:/static/explain/or5/r5ok2.jpg]
"""質量基準でメタン50% と水素 50%の混合ガスの全圧が200kPaであるときのメタンの分圧(kPa)として、最も近い値はどれか。""","20
","50
","100
","150
",180,,,,,"20
",[img:/static/explain/or5/r5ok3.jpg]
"""カルノーサイクルにおいて、高温熱源から700Jの熱を受け取り、低温熱源に200Jの熱を放出して仕事を取り出した。このときの熱効率（％）として、最も近い値はどれか。""","10
","30
","50
","70
",90,,,,,"70
",[img:/static/explain/or5/r5ok4.jpg]
"""容積一定の断熱容器に入れた温度 300K、質量 2kg の空気を加熱して350 Kにするために必要な熱量(kJ)として、最も近い値はどれか。ただし、空気の定積比熱容量 Cv = 0.7kJ / (kg・K)とする。""","18
","28
","35
","70
",105,,,,,"70
",[img:/static/explain/or5/r5ok5.jpg]
"""化学反応に関する次の記述のうち、誤っているものはどれか。"" 


","一定温度条件で、化学反応に伴い発生する、若しくは吸収される熱のことを反応熱という。
","物質から水素を取りさる反応は、酸化反応である。

","化学反応は、分子・原子の衝突や光の吸収によって起こる。
","触媒は、平衡定数に影響を与えない。

",速度定数は、反応温度によらず一定である。,,,,,速度定数は、反応温度によらず一定である。,[img:/static/explain/or5/r5ok6.jpg]
"""燃料電池に関する次の記述のうち、誤っているものはどれか。""


","固体高分子形、リン酸形、固体酸化物形などの種類がある。

","水素と酸素を電気化学的に反応させて発電できる。

","理論起電力は、熱力学的に求めることができる。
","電流を増加させたときの電圧を低下させる要因のひとつに電池内部の内部抵抗がある。

",アノードとカソードのみで構成される。,,,,,アノードとカソードのみで構成される。,[img:/static/explain/or5/r5ok7.jpg]
"""可燃性ガスの燃焼に関する次の記述のうち、誤っているものはどれか。"" 


","水素の層流燃焼速度はメタンと比べて大きく、 空気比0.5付近が最大となる。

","メタンの燃焼上限界(vol%)は、水素の燃焼上限界(vol%)より低い。

","燃焼範囲は、温度の影響を受けない。

","燃焼範囲は、圧力の影響を受ける。

",可燃性ガスと空気からなる爆発性混合ガスに、不活性ガスを混合すると、燃焼上限界は低下する。,,,,,"燃焼範囲は、温度の影響を受けない。

",[img:/static/explain/or5/r5ok8.jpg]
"""メタン3m³を空気 40m³で完全燃焼させた。空気比として、最も近い値はどれか。ただし、メタン及び空気は標準状態（0℃、101325Pa）とし、 空気中の窒素と酸素の体積比は4 : 1とする。""","0.75
","0.92
","1.2
","1.3
",1.4,,,,,"1.3
",[img:/static/explain/or5/r5ok9.jpg]
"""流体に関する次の記述のうち、誤っているものはどれか。""


","直円管内の完全に発達した層流における管内の圧力損失は、流量、平均流速に比例する。


","直円管内の流れでは、レイノルズ数がある値以上となると層流から乱流に遷移する。

","粘度を密度で割った値を動粘度といい、単位はm/sを用いる。

","管路内で、急激に流れの方向を変化させる部分をエルボといい、 ゆるやかに流れが曲がる部分をベンドという。

",非圧縮性、非粘性流体の定常流では、流線上でベルヌーイの式が成立する。,,,,,"粘度を密度で割った値を動粘度といい、単位はm/sを用いる。

",[img:/static/explain/or5/r5ok10.jpg]
"""ある流体が直円管内を平均流速 4m/s で流れている。流体の質量流量が3.14 kg/s のとき、直円管の内径(m) として、最も近い値はどれか。ただし、流体の密度は1kg/m³とする。""","0.5
","1.0
","1.5
","2.0
",2.5,,,,,"1.0
",[img:/static/explain/or5/r5ok11.jpg]
"""平均熱伝導率 0.1 W/(m・K)で厚さ0.3mの平板壁の低温側表面温度が-40℃、高温側表面温度が20℃であった。このとき平板壁を通過する熱流束(W/m²)として、最も近い値はどれか。""","2
","10
","20
","50
",100,,,,,"20
",[img:/static/explain/or5/r5ok12.jpg]
"""熱放射に関する次の記述のうち、誤っているものはどれか。""

","放射率は、物体表面の性状によって異なる。

","実在物体の全放射能は、黒体に比べて大きくなる。

","外部から入射してくる電磁波を完全に吸収する物体を黒体という。

","黒体でない物体表面では、熱放射すると同時に他の物体表面からの熱放射エネルギーの一部を吸収する。

",熱放射では、真空中においても伝熱する。,,,,,"実在物体の全放射能は、黒体に比べて大きくなる。

",[img:/static/explain/or5/r5ok13.jpg]
"""材料に関する次の記述のうち、誤っているものはどれか。""


","応力にともなって生ずる変形量の変形前長さに対する割合をひずみという。

","塑性変形では、外力を取り去っても材料が元の形に戻らない。

","薄肉円筒の内圧(円筒外部との圧力差) による円周応力は、内圧と内径に比例する。

","薄肉円筒の内圧(円筒外部との圧力差) による軸応力は、内圧と内径に比例する。

",許容応力は、基準強さ(破損限度) と安全係数(安全率)の積で求められる。,,,,,許容応力は、基準強さ(破損限度) と安全係数(安全率)の積で求められる。,[img:/static/explain/or5/r5ok14.jpg]
"""ある金属材料に図のように一定の力を加えた。引張応力が200kPa、原断面積 A が 100cm²のとき、力(kN)として最も近い値はどれか。""

[img:/static/images/R5ok15.jpg]


","0.02
","2
","200
","20000
",2000000,,,,,"2
",[img:/static/explain/or5/r5ok15.jpg]
"""都市ガスの原料に関する次の記述のうち、いずれも正しいものの組合せはどれか。


イ　LNGにおいて、局部的な低圧部が生ずると、液体が気化して蒸気の細かい気泡が発生することがある。一般にこの現象をサージングという。

ロ　LNG の場合では、液封が起こると、外気熱による気化に伴い、著しい膨張が発生して内部の圧力が上昇し、フランジ等の弱い部分が破壊されるおそれがあるため注意が必要であるが、LPGでは液封への考慮は不要である。

ハ　LPGが地表面や水面に流出し気化したガスは、空気の1.5～2倍と重く、着火源の多い地表面に滞留するため、取り扱いには十分注意しなければならない。

二　貯蔵中のLNGからは、外部からの入熱により沸点の低いメタンを主成分としたボイルオフガス(BOG)が発生する。

ホ　LNGローリーの運行には、ガス事業法及び道路法等が適用される。""","イ、ハ
","イ、ホ
","ロ、二
","ロ、ホ
",ハ、二,,,,,ハ、二,[img:/static/explain/or5/r5og1.jpg]
"""製造所の製造設備に関する次の記述のうち、いずれも正しいものの組合せはどれか。


イ　フレキシブルホースは、その長さ、可とう性を利用し、位置の調整及び熱収縮を吸収できるため、サテライト基地のLNG受入設備として用いられる。

ロ　リターンガスブロアは、LNG船タンクからのLNGの払い出しによりその気相部が増大し、LNG船タンクの圧力の上昇を防止する設備である。

ハ　LNG ポンプのケーブル貫通部は、LNGポンプ側からケーブル端子側へガスが漏えいしない構造となっている。

二　バス式 LNG気化器では、気化器まわりの空気が冷却され、空気中の湿分が霧状となった冷気が漂うため、敷地境界までの距離を十分にとるか、冷気を拡散するためファンを設けるか、冷気の流れをとめるために塀を設置する等の対策を講ずる場合がある。

ホ　LNGラインに使用される仕切弁では、ボンネット内に液が封入され、圧力の異常上昇を防止するため、一般に弁体の片側にダイヤフラムを設ける。""","イ、ロ
","イ、ハ
","ロ、二
","ハ、ホ
",二、ホ,,,,,"イ、ハ
",[img:/static/explain/or5/r5og2.jpg]
"""製造所の製造設備に関する次の記述のうち、いずれも誤っているものの組合せはどれか。


イ　測温抵抗体溫度計は、金属の電気抵抗値が温度によって変化することを利用したものであるが、熱電対温度計と比較して常温での精度は良くない。

ロ　電波式レベル計は、マイクロ波を用いた非接触型計測器である。高温、高圧等の周囲環境が厳しいところではその影響を受けやすい。

ハ　耐圧防爆構造とは、可燃性のガス等が容器の内部に侵入して爆発を生じた場合に、その容器が爆発圧力に耐え、かつ爆発による火炎が外部の可燃性のガス等に点火しないようにしたものである。

二　計装空気は、調節弁及び緊急遮断弁の操作源等に使用される。計装空気圧縮機は無給油式のものが採用され、水分除去のための除湿器が設置される。

ホ　オンオフ制御を弁に採用する際、頻繁に開閉することを防ぐため、動作すきま(ヒステリシス)を持たせることが多い。""","イ、ロ
","イ、ハ
","ロ、二
","ハ、ホ
",二、ホ,,,,,"イ、ロ
",[img:/static/explain/or5/r5og3.jpg]
"""都市ガスの品質に関する次の記述のうち、いずれも正しいものの組合せはどれか。


イ　発熱量には、燃料の燃焼によって生じた水蒸気の全量が燃焼排ガス中で凝縮して水になる場合と、水蒸気の全量が凝縮せず燃焼排ガス中に水蒸気として含まれる場合の2通りがある。前者を真発熱量、後者を総発熱量という。

ロ　ガスクロマトグラフ法では、記録されたクロマトグラムのそれぞれのピークの面積を、同一条件下で得られたキャリアガスのピーク面積と比較することで、各成分を定量することができる。

ハ　増熱を行う場合、導管中でガス温度が露点域になるとLPG等の液化によるガス発熱量の低下、導管の閉そく等が発生するため露点の管理が重要である。

二　ガス比重とは、同一温度及び同一圧力における等しい体積のガスと乾燥空気の質量の比と定義されている。

ホ　空気によりガスの希釈を行う場合、高圧供給では、混合ガスの酸素濃度が4%以下とならないように空気混合量を管理する必要がある。 ""
",イ、ロ,"イ、ホ
","ロ、ハ
","ハ、二
",二、ホ,,,,,"ハ、二
",[img:/static/explain/or5/r5og4.jpg]
"""都市ガスの付臭に関する次の記述のうち、いずれも誤っているものの組合せはどれか。


イ　検知管法で測定できる付臭剤成分は、テトラヒドロチオフェン(THT)、ターシャリーブチルメルカプタン(TBM)である。

ロ　付臭剤を取り扱う設備は密閉した付臭室内に設置することが望ましい。付臭室はやや正圧にし、換気のために吸引した空気は活性炭で脱臭し排出する。

ハ　蒸発方式においては、混合付臭剤を使用した場合、各成分の蒸気圧が異なり均一な付臭が難しいため、単一成分の付臭剤が適している。

二　パネル法による臭気濃度の測定において、4人のパネルの感知希釈倍数がそれぞれ6000倍、3000倍、1500倍、1500倍であったとき、このガスの臭気濃度は3000倍である。

ホ　付臭剤は、人間に対して害がなく毒性もないこと、土壌透過性が低いこと等が要求される。""","イ、ハ
","イ、二
","ロ、二
","ロ、ホ
",ハ、ホ,,,,,"ロ、ホ
",[img:/static/explain/or5/r5og5.jpg]
